tx_hash,chain,from_address,to_address,value_eth,gas_used,gas_price,timestamp,block_number,status
0x7bd0eaa971352c0dd443bf032d8e7e8893cf16f72ed282a643ace4fe52f5ff94,Polygon,0xf72b4494362c503bb39535aed6381f8f653a08c5,0xf92402bb795fd7cd08fb83839689db79099c8c9c,0.0001,21000,52268264858,1719635094,58735270,Success
0xbe028a29998c17582b739b3613de27ffd0ce32364f8ae8b0d987d6a51d4a9358,Polygon,0xbc901b8c47f51e6e33f341de53d425973df38ea8,0xf92402bb795fd7cd08fb83839689db79099c8c9c,0.001,21000,41718731264,1719632322,58733966,Success
