wallet_address,chain,first_transaction,last_transaction,total_transactions,sent_transactions,received_transactions,total_sent_eth,total_received_eth,average_transaction_value,max_transaction_value,min_transaction_value,unique_senders,unique_receivers,total_unique_contacts,active_days,average_transactions_per_day,bridge_usage,smart_contract_usage,token_diversity,dex_interaction,nft_activity,mixing_services,stablecoin_ratio
0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,arbitrum,2026-04-07 04:01:48,2026-07-19 16:13:43,25,1,24,0.0,0.094218,0.003769,0.068,0.0,15,0,16,11,2.27,False,False,0,False,False,False,0.0
