wallet_address,chain,first_transaction,last_transaction,total_transactions,sent_transactions,received_transactions,total_sent_eth,total_received_eth,average_transaction_value,max_transaction_value,min_transaction_value,unique_senders,unique_receivers,total_unique_contacts,active_days,average_transactions_per_day,bridge_usage,smart_contract_usage,token_diversity,dex_interaction,nft_activity,mixing_services,stablecoin_ratio
0x71660c4005ba85c37ccec55d0c4493e66fe775d3,arbitrum,2024-02-21 23:44:17,2026-04-17 21:10:34,6,0,6,0.0,0.000106,1.8e-05,0.000105,0.0,3,0,3,3,2.0,False,False,0,False,False,False,0.0
