wallet_address,chain,first_transaction,last_transaction,total_transactions,sent_transactions,received_transactions,total_sent_eth,total_received_eth,average_transaction_value,max_transaction_value,min_transaction_value,unique_senders,unique_receivers,total_unique_contacts,active_days,average_transactions_per_day,bridge_usage,smart_contract_usage,token_diversity,dex_interaction,nft_activity,mixing_services,stablecoin_ratio
0xF977814e90dA44bFA03b6295A0616a897441aceC,polygon,2026-06-21 06:35:25,2026-07-25 15:13:09,25,24,1,0.0,1e-06,0.0,1e-06,0.0,1,9,10,16,1.56,False,False,0,False,False,False,0.0
